Transaction_ID,Transaction_Date,Sender_ID,Receiver_ID,Sender_Bank,Receiver_Bank,City,Device_Type,Transaction_Type,Amount_INR,Transaction_Status,Account_Age_Days,Transactions_Last_24H,Avg_Transaction_Amount_7D,Failed_Transactions_24H,IP_Risk_Score,Device_Risk_Score,Location_Change_KM,Fraud_Reason,Fraud_Label,Is_Fraud
UPI1020880,26-05-25 0:00,CUST15465,MER1873,HDFC,Kotak,Ahmedabad,Android,QR Code,82.76,Success,659,1,1732.06,0,16.53,75.16,0.19,Normal Activity,Legitimate,0
UPI1020881,26-05-25 0:10,CUST92418,MER1020,SBI,ICICI,Kolkata,Android,UPI ID,160.34,Success,2891,6,1216.94,2,59.07,92.48,7.36,Normal Activity,Legitimate,0
UPI1020882,26-05-25 0:20,CUST65214,MER6645,Axis,ICICI,Bhopal,Android,QR Code,542.16,Failed,2435,1,289.58,1,37.44,6.89,0.18,Normal Activity,Legitimate,0
UPI1020883,26-05-25 0:30,CUST12944,MER6360,Canara Bank,Axis,Chennai,iOS,Collect Request,2229.85,Success,1185,7,117.18,2,95.17,16.09,13.47,Normal Activity,Legitimate,0
UPI1020884,26-05-25 0:40,CUST34336,MER7250,Bank of Baroda,HDFC,Pune,Android,QR Code,264.57,Success,1294,3,705.74,2,85.05,42.13,6.29,Normal Activity,Legitimate,0
UPI1020885,26-05-25 0:50,CUST48624,MER5811,PNB,HDFC,Kolkata,Android,UPI ID,172.57,Success,2829,7,187.23,0,55.89,18.66,9.94,Normal Activity,Legitimate,0
UPI1020886,26-05-25 1:00,CUST75206,MER9731,PNB,Canara Bank,Bengaluru,iOS,UPI ID,1535.42,Success,2159,7,771.08,1,24.73,54.47,41.92,Normal Activity,Legitimate,0
UPI1020887,26-05-25 1:10,CUST54764,MER9048,SBI,SBI,Bhopal,Android,QR Code,661.15,Success,2910,4,988.36,1,80.41,90.4,13.05,High IP & Device Risk,Fraud,1
UPI1020888,26-05-25 1:20,CUST55420,MER3980,HDFC,Axis,Hyderabad,Android,UPI ID,439.01,Success,536,4,315.14,1,2.55,81.99,15.47,Normal Activity,Legitimate,0
UPI1020889,26-05-25 1:30,CUST99758,MER6733,Kotak,Kotak,Jaipur,Android,QR Code,732.03,Success,1352,3,430.23,0,93.74,41.19,1.61,Normal Activity,Legitimate,0
UPI1020890,26-05-25 1:40,CUST75671,MER1241,SBI,Axis,Chennai,Android,QR Code,286.58,Pending,2850,1,296.59,1,42.13,52.2,4.32,Normal Activity,Fraud,1
UPI1020891,26-05-25 1:50,CUST25773,MER4053,Kotak,HDFC,Mumbai,Android,QR Code,512.95,Success,940,1,540.34,0,29.66,13.76,2.11,Normal Activity,Legitimate,0
UPI1020892,26-05-25 2:00,CUST36447,MER1395,Axis,HDFC,Ahmedabad,Android,UPI ID,541.56,Success,271,4,565.01,1,53.32,34.21,5.24,Normal Activity,Fraud,1
UPI1020893,26-05-25 2:10,CUST14033,MER6322,PNB,PNB,Chennai,Android,UPI ID,3303.27,Success,1765,1,655.66,0,33.28,17.95,24.46,Normal Activity,Legitimate,0
UPI1020894,26-05-25 2:20,CUST65852,MER5315,SBI,Bank of Baroda,Mumbai,Android,Mobile Number,241.21,Success,1172,4,738.32,0,88.23,88.79,15.61,Normal Activity,Legitimate,0
UPI1020895,26-05-25 2:30,CUST30497,MER5514,Bank of Baroda,ICICI,Bengaluru,Android,QR Code,491.18,Success,2890,1,1374.4,0,73.74,93.07,18.94,Normal Activity,Legitimate,0
UPI1020896,26-05-25 2:40,CUST89714,MER4297,Kotak,HDFC,Kolkata,Android,QR Code,220.8,Success,2928,2,1054.32,0,68.6,44.99,10.9,Normal Activity,Legitimate,0
UPI1020897,26-05-25 2:50,CUST82082,MER6333,SBI,Axis,Pune,Web,QR Code,793.44,Pending,1494,3,455.62,0,98.32,91.94,41.84,Normal Activity,Legitimate,0
UPI1020898,26-05-25 3:00,CUST83932,MER3406,PNB,Bank of Baroda,Mumbai,Android,Mobile Number,303.92,Success,2806,6,735.7,0,55.58,36.94,7.67,Normal Activity,Legitimate,0
UPI1020899,26-05-25 3:10,CUST30978,MER9692,SBI,ICICI,Hyderabad,Android,QR Code,883.41,Success,1288,3,317.55,1,91.79,11.53,5.31,Normal Activity,Legitimate,0
UPI1020900,26-05-25 3:20,CUST22882,MER4542,HDFC,Canara Bank,Kolkata,Android,UPI ID,279.95,Success,2414,5,356.72,1,64.01,18.57,0.86,Normal Activity,Legitimate,0
UPI1020901,26-05-25 3:30,CUST26945,MER8947,Canara Bank,Canara Bank,Hyderabad,Web,QR Code,811.32,Success,1336,3,301.88,2,17.91,33.34,2.4,Normal Activity,Legitimate,0
UPI1020902,26-05-25 3:40,CUST97320,MER9978,PNB,PNB,Ahmedabad,Android,QR Code,1209.59,Success,2078,0,379.13,0,24.98,72.8,14.4,Normal Activity,Legitimate,0
UPI1020903,26-05-25 3:50,CUST66485,MER3261,HDFC,Canara Bank,Chennai,Android,QR Code,431.33,Pending,2398,4,552.88,0,13.37,31.25,0.26,Normal Activity,Legitimate,0
UPI1020904,26-05-25 4:00,CUST78850,MER3539,Bank of Baroda,ICICI,Kolkata,Web,QR Code,264.26,Success,1766,2,645.09,0,57.11,18.71,8.42,Normal Activity,Legitimate,0
UPI1020905,26-05-25 4:10,CUST69870,MER9413,Bank of Baroda,PNB,Bengaluru,iOS,Mobile Number,793.21,Success,1881,1,261.45,1,53.32,6.12,0.93,Normal Activity,Legitimate,0
UPI1020906,26-05-25 4:20,CUST28595,MER2923,Bank of Baroda,ICICI,Hyderabad,iOS,Collect Request,274.65,Pending,2670,7,299.13,1,31.7,18.36,3.1,Normal Activity,Legitimate,0
UPI1020907,26-05-25 4:30,CUST94291,MER7412,ICICI,PNB,Kolkata,iOS,UPI ID,606.06,Success,2302,2,445.14,0,88,96.08,9.9,Normal Activity,Legitimate,0
UPI1020908,26-05-25 4:40,CUST74038,MER2107,HDFC,Canara Bank,Delhi,Android,QR Code,113.7,Success,95,3,302.3,1,67.86,42.09,1.42,Normal Activity,Fraud,1
UPI1020909,26-05-25 4:50,CUST66126,MER5838,Bank of Baroda,SBI,Kolkata,Android,QR Code,353.59,Success,2061,4,222.37,0,70.24,5.15,5.08,Normal Activity,Legitimate,0
UPI1020910,26-05-25 5:00,CUST45449,MER7021,HDFC,Kotak,Pune,Android,QR Code,619.2,Success,186,3,252.34,0,78.81,68.17,30.64,Normal Activity,Legitimate,0
UPI1020911,26-05-25 5:10,CUST28639,MER3091,ICICI,Bank of Baroda,Ahmedabad,Android,Collect Request,462.69,Success,117,4,900.15,0,77.21,16.64,5.77,Normal Activity,Legitimate,0
UPI1020912,26-05-25 5:20,CUST55370,MER2611,Canara Bank,SBI,Hyderabad,iOS,UPI ID,647.91,Success,1842,5,832.98,0,73.34,4.56,13.57,Normal Activity,Legitimate,0
UPI1020913,26-05-25 5:30,CUST84628,MER6071,Bank of Baroda,PNB,Ahmedabad,Web,Mobile Number,813.02,Failed,1217,3,527.49,1,39.17,26.48,3.78,Normal Activity,Legitimate,0
UPI1020914,26-05-25 5:40,CUST81918,MER4948,ICICI,Kotak,Bhopal,iOS,QR Code,930.46,Success,463,5,153.33,0,10.71,96.82,14.24,Normal Activity,Legitimate,0
UPI1020915,26-05-25 5:50,CUST52710,MER9016,SBI,Canara Bank,Kolkata,Android,Collect Request,558.38,Success,1238,4,885.89,0,77.35,26.57,5.98,Normal Activity,Legitimate,0
UPI1020916,26-05-25 6:00,CUST64051,MER1160,SBI,PNB,Hyderabad,Android,QR Code,3040.79,Success,2928,3,142.81,0,91.44,17.55,2.61,Normal Activity,Legitimate,0
UPI1020917,26-05-25 6:10,CUST70639,MER5403,SBI,PNB,Bengaluru,Android,QR Code,176.08,Success,1134,3,281.33,1,40.16,56.29,2.63,Normal Activity,Legitimate,0
UPI1020918,26-05-25 6:20,CUST13159,MER3386,HDFC,Kotak,Hyderabad,Web,QR Code,1058.17,Success,2506,4,224.78,0,91.14,32.65,3.81,Normal Activity,Legitimate,0
UPI1020919,26-05-25 6:30,CUST81192,MER1887,Bank of Baroda,PNB,Bengaluru,iOS,QR Code,264.61,Success,1642,2,163.04,0,75.56,26.94,9.69,Normal Activity,Legitimate,0
UPI1020920,26-05-25 6:40,CUST76988,MER6769,Canara Bank,Axis,Pune,Android,Mobile Number,539.33,Success,1386,4,754.64,2,81.67,67.03,17.51,Normal Activity,Legitimate,0
UPI1020921,26-05-25 6:50,CUST28706,MER7049,Kotak,PNB,Chennai,Android,Mobile Number,424.18,Success,2625,4,368.01,0,10.25,71.29,49.3,Normal Activity,Legitimate,0
UPI1020922,26-05-25 7:00,CUST19862,MER1939,PNB,Kotak,Delhi,iOS,UPI ID,31.7,Success,863,5,368.69,0,39.34,38.72,8.04,Normal Activity,Legitimate,0
UPI1020923,26-05-25 7:10,CUST20219,MER4492,Canara Bank,Axis,Kolkata,Android,Collect Request,272.47,Success,809,4,331.66,0,19.55,51.06,5.23,Normal Activity,Legitimate,0
UPI1020924,26-05-25 7:20,CUST99017,MER3151,Kotak,PNB,Ahmedabad,Android,Mobile Number,178.93,Success,1043,1,179.09,2,50.41,12.32,4.38,Normal Activity,Legitimate,0
UPI1020925,26-05-25 7:30,CUST44536,MER9247,Canara Bank,Bank of Baroda,Chennai,iOS,QR Code,261.12,Success,2031,5,522.46,0,25.35,92.53,5.36,Normal Activity,Legitimate,0
UPI1020926,26-05-25 7:40,CUST81632,MER9687,PNB,ICICI,Kolkata,Web,UPI ID,183.03,Success,1299,2,1448.13,1,84.16,29.68,30.23,Normal Activity,Legitimate,0
UPI1020927,26-05-25 7:50,CUST87391,MER2164,HDFC,Axis,Kolkata,Android,UPI ID,358.65,Success,19,4,364.42,0,57.31,84.28,26.41,Normal Activity,Legitimate,0
UPI1020928,26-05-25 8:00,CUST72886,MER5129,Axis,HDFC,Delhi,Android,UPI ID,579.74,Success,2326,4,263.72,0,8.26,96.81,20.87,Normal Activity,Legitimate,0
UPI1020929,26-05-25 8:10,CUST89996,MER6475,SBI,Bank of Baroda,Bengaluru,iOS,Collect Request,37.69,Success,1132,6,687.5,0,28.67,47.25,4.59,Normal Activity,Legitimate,0
UPI1020930,26-05-25 8:20,CUST43937,MER9244,HDFC,SBI,Mumbai,Android,Mobile Number,404.59,Success,2123,3,535.81,0,5.6,69.38,9.93,Normal Activity,Legitimate,0
UPI1020931,26-05-25 8:30,CUST31094,MER4074,Axis,Axis,Pune,Android,QR Code,4218.33,Pending,2227,4,447.11,0,59.02,57.87,5.7,Normal Activity,Legitimate,0
UPI1020932,26-05-25 8:40,CUST37924,MER1329,SBI,Kotak,Bhopal,Android,Mobile Number,902.9,Pending,1506,4,235.53,0,25.03,18.18,1.38,Normal Activity,Legitimate,0
UPI1020933,26-05-25 8:50,CUST93325,MER8786,Bank of Baroda,PNB,Jaipur,Android,QR Code,134.42,Success,2577,5,322.99,0,47.98,28.1,6.13,Normal Activity,Legitimate,0
UPI1020934,26-05-25 9:00,CUST10123,MER2669,ICICI,PNB,Kolkata,Android,Mobile Number,96.93,Success,96,5,272.97,0,47.81,15.6,1.15,Normal Activity,Legitimate,0
UPI1020935,26-05-25 9:10,CUST63149,MER9340,Canara Bank,Axis,Chennai,iOS,QR Code,62.55,Success,552,1,587.78,0,67.14,71.63,11.85,Normal Activity,Legitimate,0
UPI1020936,26-05-25 9:20,CUST81445,MER4577,HDFC,Bank of Baroda,Bhopal,Android,UPI ID,1548.8,Success,2242,7,754.72,0,5.9,24.23,0.45,Normal Activity,Legitimate,0
UPI1020937,26-05-25 9:30,CUST41854,MER9324,Axis,Axis,Mumbai,iOS,Collect Request,147.09,Success,609,3,415.04,0,41.64,68.24,5.47,Normal Activity,Legitimate,0
UPI1020938,26-05-25 9:40,CUST70796,MER3306,Kotak,ICICI,Delhi,iOS,Mobile Number,9218.09,Failed,1513,6,492.39,1,12.61,18.77,2.44,Normal Activity,Legitimate,0
UPI1020939,26-05-25 9:50,CUST79432,MER2299,Bank of Baroda,Canara Bank,Pune,Android,UPI ID,363.31,Success,307,3,457.38,3,31.24,22.48,5.71,Normal Activity,Legitimate,0
UPI1020940,26-05-25 10:00,CUST68968,MER8228,HDFC,PNB,Chennai,Android,QR Code,48.27,Success,1270,2,645.22,0,31.82,60.87,2.05,Normal Activity,Legitimate,0
UPI1020941,26-05-25 10:10,CUST50834,MER8074,Bank of Baroda,Bank of Baroda,Kolkata,Android,QR Code,991.5,Success,2124,1,99.54,0,6.84,15.31,9.68,Normal Activity,Legitimate,0
UPI1020942,26-05-25 10:20,CUST27111,MER7290,Kotak,SBI,Bengaluru,iOS,Mobile Number,1589.97,Success,1488,2,258.23,0,1.83,83.58,11.21,Normal Activity,Legitimate,0
UPI1020943,26-05-25 10:30,CUST82575,MER5937,Axis,ICICI,Jaipur,iOS,QR Code,346.77,Success,1900,7,183.35,2,4.27,14.04,0.37,Normal Activity,Legitimate,0
UPI1020944,26-05-25 10:40,CUST34099,MER1824,HDFC,SBI,Delhi,iOS,Mobile Number,3261.73,Pending,1709,2,314.4,1,61.1,7.58,7.43,Unusual Transaction Amount,Fraud,1
UPI1020945,26-05-25 10:50,CUST79206,MER6785,Canara Bank,SBI,Hyderabad,Android,Mobile Number,608.1,Success,2076,2,1302.21,0,36.07,84.21,0.32,Normal Activity,Legitimate,0
UPI1020946,26-05-25 11:00,CUST60293,MER6957,HDFC,Kotak,Delhi,Android,QR Code,204.4,Success,1458,6,224.97,1,36.09,27.49,5.07,Normal Activity,Legitimate,0
UPI1020947,26-05-25 11:10,CUST25029,MER5591,Canara Bank,PNB,Mumbai,Android,Collect Request,1401.49,Reversed,417,6,637.59,0,64.05,49.33,10.09,Normal Activity,Legitimate,0
UPI1020948,26-05-25 11:20,CUST41811,MER7766,Canara Bank,ICICI,Ahmedabad,iOS,Collect Request,262.54,Success,231,3,442.35,1,59.58,45.99,3.1,Normal Activity,Legitimate,0
UPI1020949,26-05-25 11:30,CUST25793,MER5697,HDFC,Axis,Bhopal,Android,QR Code,670.27,Success,711,4,174.54,2,79.06,40.65,1.61,Normal Activity,Legitimate,0
UPI1020950,26-05-25 11:40,CUST58106,MER9065,Canara Bank,HDFC,Kolkata,Android,UPI ID,621.37,Success,2471,4,648.12,1,53.58,88.64,1.18,Normal Activity,Legitimate,0
UPI1020951,26-05-25 11:50,CUST95662,MER8728,PNB,HDFC,Delhi,Android,QR Code,189.9,Success,2472,2,229.24,1,21.31,3.42,0.81,Normal Activity,Legitimate,0
UPI1020952,26-05-25 12:00,CUST94764,MER2439,HDFC,PNB,Mumbai,iOS,UPI ID,541.24,Success,65,2,390.28,0,20.83,77.68,10.96,Normal Activity,Legitimate,0
UPI1020953,26-05-25 12:10,CUST94131,MER4987,ICICI,Kotak,Hyderabad,iOS,QR Code,298.26,Success,370,5,228,1,18.88,8.3,13.58,Normal Activity,Legitimate,0
UPI1020954,26-05-25 12:20,CUST10972,MER9956,HDFC,Kotak,Bhopal,Android,UPI ID,1373,Success,1030,4,392.1,0,1.74,9.96,25.04,Normal Activity,Legitimate,0
UPI1020955,26-05-25 12:30,CUST10360,MER6213,Axis,Kotak,Kolkata,Android,UPI ID,85.42,Success,2745,8,1053.66,0,85.32,10.7,6.18,Normal Activity,Legitimate,0
UPI1020956,26-05-25 12:40,CUST12632,MER3724,Axis,Canara Bank,Delhi,Android,QR Code,236.81,Success,2787,3,353.81,0,13.94,32.82,4.37,Normal Activity,Legitimate,0
UPI1020957,26-05-25 12:50,CUST45958,MER8788,ICICI,Kotak,Chennai,iOS,Collect Request,348.34,Success,2912,2,548.52,0,33.89,20.87,13.53,Normal Activity,Fraud,1
UPI1020958,26-05-25 13:00,CUST90882,MER4987,Bank of Baroda,ICICI,Bengaluru,Android,UPI ID,109.19,Success,333,0,488.84,0,27.06,33.77,4.55,Normal Activity,Fraud,1
UPI1020959,26-05-25 13:10,CUST28008,MER1571,HDFC,SBI,Jaipur,iOS,UPI ID,249.04,Success,2259,1,683.66,0,56.66,29.32,9.88,Normal Activity,Legitimate,0
UPI1020960,26-05-25 13:20,CUST87656,MER5649,Canara Bank,Axis,Hyderabad,Android,Collect Request,601.78,Success,1074,4,391.82,1,3.19,98.08,12.44,Normal Activity,Legitimate,0
UPI1020961,26-05-25 13:30,CUST40283,MER2686,HDFC,Axis,Chennai,Android,UPI ID,183.79,Success,507,9,1476.11,1,59.53,71.82,0.41,Normal Activity,Legitimate,0
UPI1020962,26-05-25 13:40,CUST60908,MER9616,SBI,Canara Bank,Bengaluru,Android,QR Code,3207.35,Success,2619,4,124.66,2,41.69,25.05,17.53,Normal Activity,Legitimate,0
UPI1020963,26-05-25 13:50,CUST17818,MER3632,Canara Bank,ICICI,Bhopal,iOS,QR Code,610.84,Success,2233,3,1168.72,3,41.47,82.1,0.2,Normal Activity,Legitimate,0
UPI1020964,26-05-25 14:00,CUST80655,MER3586,SBI,PNB,Chennai,iOS,QR Code,461.95,Pending,1016,4,129.23,0,83.9,48.35,0.68,Normal Activity,Legitimate,0
UPI1020965,26-05-25 14:10,CUST40579,MER3221,Canara Bank,Axis,Chennai,Web,UPI ID,239.55,Success,2690,6,1455.83,1,19.56,54.87,14.58,Normal Activity,Legitimate,0
UPI1020966,26-05-25 14:20,CUST65178,MER2648,Kotak,Canara Bank,Chennai,Android,Collect Request,143.29,Success,1177,3,360.04,0,42.51,9.14,0.01,Normal Activity,Legitimate,0
UPI1020967,26-05-25 14:30,CUST67584,MER1762,ICICI,HDFC,Pune,iOS,QR Code,670.45,Success,2601,1,368.91,1,1.13,41.12,11.16,Normal Activity,Legitimate,0
UPI1020968,26-05-25 14:40,CUST75020,MER5042,SBI,Canara Bank,Hyderabad,Android,QR Code,199.02,Failed,2485,3,42.73,0,3.9,87.97,18.08,Normal Activity,Legitimate,0
UPI1020969,26-05-25 14:50,CUST10975,MER2192,Axis,Axis,Chennai,Android,QR Code,383.45,Success,618,4,205.79,2,52.29,74.61,0.44,Normal Activity,Legitimate,0
UPI1020970,26-05-25 15:00,CUST73479,MER5680,Bank of Baroda,PNB,Hyderabad,Android,Mobile Number,1762.38,Success,1716,4,238.41,1,56.84,52.93,0.4,Normal Activity,Legitimate,0
UPI1020971,26-05-25 15:10,CUST26265,MER1781,Axis,Canara Bank,Chennai,iOS,QR Code,177.63,Success,424,4,353.33,0,49.31,43.63,14.23,Normal Activity,Legitimate,0
UPI1020972,26-05-25 15:20,CUST73518,MER3026,Bank of Baroda,Canara Bank,Hyderabad,Android,UPI ID,225.03,Success,2006,3,176.75,2,85.04,57.51,3,Normal Activity,Legitimate,0
UPI1020973,26-05-25 15:30,CUST14318,MER3626,Axis,Bank of Baroda,Bengaluru,Android,QR Code,459.59,Success,1218,4,1473.35,1,57.6,63.95,1.94,Normal Activity,Legitimate,0
UPI1020974,26-05-25 15:40,CUST45081,MER4993,ICICI,SBI,Hyderabad,Android,QR Code,788.06,Failed,500,3,631.12,0,11.55,56.06,7.73,Normal Activity,Legitimate,0
UPI1020975,26-05-25 15:50,CUST68649,MER7914,Canara Bank,PNB,Kolkata,Android,UPI ID,350.2,Success,1011,3,1356.19,0,9.3,14.8,1.56,Normal Activity,Legitimate,0
UPI1020976,26-05-25 16:00,CUST53069,MER9621,PNB,Bank of Baroda,Bengaluru,Android,UPI ID,28.29,Success,2040,4,392.74,0,98.76,92.2,7.66,Normal Activity,Legitimate,0
UPI1020977,26-05-25 16:10,CUST88670,MER1952,Bank of Baroda,Axis,Delhi,Web,QR Code,592.71,Success,156,4,125.56,0,59.66,97.54,35.08,Normal Activity,Legitimate,0
UPI1020978,26-05-25 16:20,CUST86377,MER8903,Axis,Bank of Baroda,Jaipur,iOS,QR Code,490.06,Success,2730,8,741.72,1,37.33,72.85,14.61,Normal Activity,Legitimate,0
UPI1020979,26-05-25 16:30,CUST22427,MER8949,SBI,SBI,Hyderabad,iOS,Mobile Number,1678.33,Success,1383,4,748.78,1,58.68,81.81,6.57,Normal Activity,Legitimate,0
UPI1020980,26-05-25 16:40,CUST50251,MER3695,SBI,Canara Bank,Jaipur,Android,QR Code,85.08,Success,549,2,349.84,0,67.52,66.18,23.01,Normal Activity,Legitimate,0
UPI1020981,26-05-25 16:50,CUST35165,MER4511,Kotak,Canara Bank,Bengaluru,iOS,UPI ID,889.07,Success,134,5,669.8,0,36.24,29.89,3.45,Normal Activity,Legitimate,0
UPI1020982,26-05-25 17:00,CUST77285,MER4969,Kotak,Kotak,Chennai,iOS,QR Code,357.45,Success,2136,2,644.21,0,51.01,14.49,30.93,Normal Activity,Legitimate,0
UPI1020983,26-05-25 17:10,CUST74927,MER5467,ICICI,ICICI,Mumbai,Android,QR Code,312.54,Success,2299,8,541.08,1,1.33,75.87,13.04,Normal Activity,Legitimate,0
UPI1020984,26-05-25 17:20,CUST83170,MER1286,Canara Bank,HDFC,Hyderabad,Android,QR Code,1200.68,Success,1075,9,865.29,0,99.42,79.35,2.35,Normal Activity,Legitimate,0
UPI1020985,26-05-25 17:30,CUST86150,MER4162,Kotak,PNB,Mumbai,Android,Mobile Number,521.32,Success,161,3,730.66,0,57.38,27.42,16.48,Normal Activity,Legitimate,0
UPI1020986,26-05-25 17:40,CUST34866,MER3594,ICICI,Canara Bank,Mumbai,Android,Mobile Number,498.37,Success,2128,4,107.02,1,34.26,92.87,3.86,Normal Activity,Legitimate,0
UPI1020987,26-05-25 17:50,CUST20282,MER6693,HDFC,Bank of Baroda,Kolkata,Android,Mobile Number,394.75,Success,2413,3,465.08,1,51.12,66.5,24.78,Normal Activity,Legitimate,0
UPI1020988,26-05-25 18:00,CUST30319,MER7295,Kotak,Axis,Jaipur,Android,Mobile Number,1121.2,Success,10,6,963.94,0,47.44,1.95,2.12,Normal Activity,Legitimate,0
UPI1020989,26-05-25 18:10,CUST46726,MER5672,ICICI,HDFC,Hyderabad,Android,UPI ID,529.41,Pending,1361,7,1434.79,0,29.43,78.9,3.4,Normal Activity,Legitimate,0
UPI1020990,26-05-25 18:20,CUST25412,MER7763,Bank of Baroda,Bank of Baroda,Ahmedabad,Android,QR Code,294.76,Success,554,2,186.01,2,18.82,3.1,4.03,Normal Activity,Legitimate,0
UPI1020991,26-05-25 18:30,CUST83586,MER1855,Canara Bank,Axis,Bhopal,Android,UPI ID,394.34,Success,1064,1,359.67,0,46.36,73.47,8.5,Normal Activity,Legitimate,0
UPI1020992,26-05-25 18:40,CUST34583,MER6920,Bank of Baroda,Canara Bank,Bhopal,iOS,UPI ID,483.75,Success,2613,5,277.44,0,3.17,32.2,2.31,Normal Activity,Legitimate,0
UPI1020993,26-05-25 18:50,CUST93577,MER8577,SBI,Kotak,Pune,Web,Collect Request,187.46,Success,2961,2,436.15,0,10.42,51.24,11.19,Normal Activity,Legitimate,0
UPI1020994,26-05-25 19:00,CUST71922,MER8524,Kotak,SBI,Chennai,Android,QR Code,249.47,Reversed,2861,5,99.67,0,59.06,97.81,6.57,Normal Activity,Legitimate,0
UPI1020995,26-05-25 19:10,CUST16185,MER7201,Kotak,PNB,Pune,iOS,QR Code,504.43,Success,18,3,266.96,1,69.81,51.82,9.34,Normal Activity,Legitimate,0
UPI1020996,26-05-25 19:20,CUST96348,MER5581,Bank of Baroda,Canara Bank,Jaipur,Android,QR Code,241.45,Reversed,505,6,120.87,1,58.24,86.99,1.86,Normal Activity,Legitimate,0
UPI1020997,26-05-25 19:30,CUST66389,MER2140,Bank of Baroda,ICICI,Jaipur,Android,UPI ID,597.54,Success,1707,4,524.4,0,13.86,52.68,1.26,Normal Activity,Legitimate,0
UPI1020998,26-05-25 19:40,CUST27423,MER7385,PNB,ICICI,Mumbai,Android,QR Code,583.53,Failed,407,5,1417.48,0,1.51,13.21,23.5,Normal Activity,Legitimate,0
UPI1020999,26-05-25 19:50,CUST61268,MER8397,ICICI,HDFC,Mumbai,Android,Collect Request,468.24,Success,1728,0,548.38,0,10.92,97.74,7.71,Normal Activity,Legitimate,0
UPI1021000,26-05-25 20:00,CUST51644,MER1842,Bank of Baroda,SBI,Delhi,iOS,UPI ID,386.7,Failed,2996,3,780.3,0,3.78,3.73,6.15,Normal Activity,Legitimate,0
UPI1021001,26-05-25 20:10,CUST46786,MER4836,HDFC,ICICI,Hyderabad,iOS,QR Code,595.31,Success,2875,9,481.35,1,78.12,85.7,2.13,Normal Activity,Legitimate,0
UPI1021002,26-05-25 20:20,CUST85525,MER9904,Kotak,Bank of Baroda,Jaipur,Web,QR Code,367.56,Success,1927,5,682.6,0,54.53,85.11,1.09,Normal Activity,Legitimate,0
UPI1021003,26-05-25 20:30,CUST93744,MER9418,ICICI,HDFC,Ahmedabad,iOS,Mobile Number,47.5,Success,1670,3,751.13,4,42.5,46.22,3.5,Normal Activity,Legitimate,0
UPI1021004,26-05-25 20:40,CUST98590,MER3616,HDFC,SBI,Bhopal,Android,QR Code,29.39,Success,1038,6,335.77,0,91.7,99.3,3.49,Normal Activity,Legitimate,0
UPI1021005,26-05-25 20:50,CUST40477,MER2605,Canara Bank,Kotak,Mumbai,Android,QR Code,2320.18,Success,2609,4,506.65,0,36.08,65.87,1.14,Normal Activity,Legitimate,0
UPI1021006,26-05-25 21:00,CUST13571,MER4831,ICICI,Bank of Baroda,Pune,Android,Collect Request,359.81,Success,177,4,879.15,0,82.9,94.82,7.04,Normal Activity,Legitimate,0
UPI1021007,26-05-25 21:10,CUST29576,MER3632,HDFC,Kotak,Jaipur,Android,Mobile Number,546.39,Success,2814,7,350.12,2,30.43,70.26,10.32,Normal Activity,Legitimate,0
UPI1021008,26-05-25 21:20,CUST72703,MER9958,Axis,Canara Bank,Chennai,Android,Mobile Number,801.14,Success,1102,2,573.69,0,34.06,55.77,14.09,Normal Activity,Legitimate,0
UPI1021009,26-05-25 21:30,CUST19680,MER5871,Canara Bank,HDFC,Mumbai,iOS,UPI ID,100.44,Failed,1860,5,608.52,2,93.23,62.06,24.06,Normal Activity,Legitimate,0
UPI1021010,26-05-25 21:40,CUST35706,MER7746,Kotak,PNB,Bhopal,Web,UPI ID,728.71,Success,2693,5,347.67,0,4.99,19.96,0.17,Normal Activity,Legitimate,0
UPI1021011,26-05-25 21:50,CUST89854,MER7642,Axis,Kotak,Mumbai,iOS,QR Code,465.98,Success,1564,4,1026.57,0,86.8,67.01,3.56,Normal Activity,Legitimate,0
UPI1021012,26-05-25 22:00,CUST96195,MER6591,ICICI,PNB,Delhi,Android,UPI ID,1371.42,Success,107,5,123.64,0,58.84,45.12,3.86,Normal Activity,Legitimate,0
UPI1021013,26-05-25 22:10,CUST74527,MER9943,Axis,Axis,Mumbai,Android,Mobile Number,667,Success,803,7,298.69,2,66.03,41.47,1.09,Normal Activity,Fraud,1
UPI1021014,26-05-25 22:20,CUST80565,MER9713,HDFC,Axis,Pune,iOS,Mobile Number,2152.99,Success,2257,4,89.55,0,76.96,52.91,1.68,Normal Activity,Legitimate,0
UPI1021015,26-05-25 22:30,CUST58436,MER6003,SBI,SBI,Chennai,Android,UPI ID,1765.7,Failed,474,0,282.09,1,65.73,60.12,26.29,Normal Activity,Legitimate,0
UPI1021016,26-05-25 22:40,CUST12774,MER8324,PNB,Kotak,Kolkata,Android,QR Code,800.51,Success,886,5,706.33,0,11.06,30.95,7.01,Normal Activity,Legitimate,0
UPI1021017,26-05-25 22:50,CUST26972,MER9453,Axis,ICICI,Bengaluru,iOS,QR Code,4807.47,Success,2843,4,742.88,0,64.42,20.14,6.51,Normal Activity,Legitimate,0
UPI1021018,26-05-25 23:00,CUST24048,MER9692,PNB,Bank of Baroda,Hyderabad,Web,Collect Request,1017.84,Success,2368,5,411.69,1,96.93,23.74,20.71,Normal Activity,Legitimate,0
